AccountID,CustomerID,Month,TransactionCount,InflowAmount,OutflowAmount,FeeRevenue,DigitalTransactionShare
500142,100091,2025-07,15,3883.9,6358.56,10.14,0.698
500142,100091,2025-08,17,5252.2,4900.47,3.75,0.584
500142,100091,2025-09,23,8916.54,5068.45,3.38,0.678
500142,100091,2025-10,25,6349.56,3446.38,0.91,0.837
500142,100091,2025-11,18,6798.41,6042.23,6.01,0.472
500142,100091,2025-12,21,8842.44,4218.35,7.42,0.623
500143,100091,2025-01,18,4665.55,5084.44,2.21,0.646
500143,100091,2025-02,16,6278.11,4569.45,4.8,0.82
500143,100091,2025-03,16,5447.4,5162.73,4.19,0.691
500143,100091,2025-04,15,8969.82,3657.88,10.76,0.534
500143,100091,2025-05,17,4610.67,3605.37,3.88,0.854
500143,100091,2025-06,18,6861.68,4325.59,0.0,0.487
500143,100091,2025-07,17,5723.32,5225.95,3.83,0.679
500143,100091,2025-08,17,6007.97,4297.55,12.21,0.805
500143,100091,2025-09,11,7885.66,3606.78,6.0,0.59
500143,100091,2025-10,15,4574.01,2996.37,8.93,0.468
500143,100091,2025-11,16,6864.44,5757.41,0.58,0.789
500143,100091,2025-12,20,7831.11,6006.91,1.53,0.7
500144,100092,2025-01,21,2125.63,1805.7,7.33,0.763
500144,100092,2025-02,16,1884.56,2022.92,2.94,0.738
500144,100092,2025-03,20,2947.24,1308.07,3.19,0.723
500144,100092,2025-04,14,2604.56,1526.89,6.32,0.489
500144,100092,2025-05,17,2064.01,1534.27,7.1,0.711
500144,100092,2025-06,13,1769.86,1975.48,0.0,0.738
500144,100092,2025-07,18,1630.42,1540.63,1.71,0.587
500144,100092,2025-08,16,2395.44,1312.15,2.62,0.913
500144,100092,2025-09,19,2115.09,2249.37,15.6,0.783
500144,100092,2025-10,15,1193.48,1697.93,10.48,0.607
500144,100092,2025-11,17,2395.32,1611.15,13.23,0.83
500144,100092,2025-12,18,2066.17,1022.45,3.89,0.935
500145,100093,2025-01,21,1863.46,1595.73,5.58,0.92
500145,100093,2025-02,15,1919.72,1164.09,3.21,0.835
500145,100093,2025-03,10,2640.53,1609.48,7.3,0.836
500145,100093,2025-04,24,1953.29,2670.99,2.13,0.662
500145,100093,2025-05,22,2816.28,1535.87,7.31,0.778
500145,100093,2025-06,18,2074.54,1944.11,3.83,0.639
500145,100093,2025-07,18,2397.43,2400.9,5.7,0.99
500145,100093,2025-08,16,1929.54,1853.68,8.39,0.648
500145,100093,2025-09,15,1781.26,1662.44,12.55,0.657
500145,100093,2025-10,16,2256.49,1311.82,6.08,0.614
500145,100093,2025-11,27,2487.47,1800.3,13.18,0.523
500145,100093,2025-12,20,2206.16,1016.87,7.67,0.504
500146,100094,2025-01,20,1453.39,1498.4,9.76,0.759
500146,100094,2025-02,18,2358.21,1658.01,10.74,0.468
500146,100094,2025-03,17,2151.43,1542.35,8.49,0.498
500146,100094,2025-04,13,1633.01,2139.07,7.96,0.656
500146,100094,2025-05,16,2125.36,1984.1,4.36,0.571
500146,100094,2025-06,19,2164.41,1797.56,14.0,0.319
500146,100094,2025-07,29,2221.97,1120.02,9.84,0.388
500146,100094,2025-08,12,2801.68,1370.73,1.49,0.544
500146,100094,2025-09,18,2908.72,1439.15,5.91,0.797
500146,100094,2025-10,18,2265.71,1382.97,9.36,0.307
500146,100094,2025-11,24,1662.61,1379.87,11.5,0.676
500146,100094,2025-12,10,2054.23,2378.17,8.78,0.481
500147,100094,2025-01,8,434.56,0.0,6.66,0.454
500147,100094,2025-02,5,946.04,856.58,6.72,0.653
500147,100094,2025-03,5,49.24,85.74,0.17,0.637
500147,100094,2025-04,8,0.0,706.0,2.05,0.36
500147,100094,2025-05,4,654.49,684.71,0.74,0.495
500147,100094,2025-06,6,1269.5,0.0,0.0,0.657
500147,100094,2025-07,9,772.6,0.0,0.0,0.607
500147,100094,2025-08,7,388.75,1160.62,1.66,0.648
500147,100094,2025-09,7,676.4,515.02,0.28,0.447
500147,100094,2025-10,3,491.78,824.44,0.0,0.779
500147,100094,2025-11,6,840.29,0.0,1.65,0.855
500147,100094,2025-12,7,232.34,160.66,0.0,0.563
500148,100095,2025-01,17,5290.03,2154.49,3.11,0.641
500148,100095,2025-02,13,2521.06,3999.32,1.37,0.848
500148,100095,2025-03,19,3225.13,2641.5,6.93,0.799
500148,100095,2025-04,9,3815.41,3974.72,2.6,0.726
500148,100095,2025-05,24,4186.08,3665.45,6.79,0.712
500148,100095,2025-06,18,3232.72,2671.59,5.89,0.639
500148,100095,2025-07,20,1409.86,4410.47,2.97,0.674
500148,100095,2025-08,20,4196.27,3677.63,7.3,0.68
500148,100095,2025-09,10,4420.97,1691.33,10.21,0.586
500148,100095,2025-10,17,3692.78,4649.4,4.22,0.703
500148,100095,2025-11,20,3383.07,2612.43,12.87,0.731
500148,100095,2025-12,23,2513.81,3395.24,6.01,0.875
500149,100095,2025-01,5,2379.2,39.38,0.0,0.695
500149,100095,2025-02,10,1165.35,1969.53,6.08,0.616
500149,100095,2025-03,5,1679.46,0.0,0.0,0.819
500149,100095,2025-04,2,252.07,412.77,6.57,0.797
500149,100095,2025-05,4,1933.23,0.0,0.0,0.981
500149,100095,2025-06,8,286.83,1813.77,0.0,0.662
500149,100095,2025-07,6,0.0,440.97,0.0,0.79
500149,100095,2025-08,12,436.85,0.0,0.0,0.689
500149,100095,2025-09,2,1043.98,0.0,0.0,0.883
500149,100095,2025-10,8,1738.53,1448.51,0.0,0.583
500149,100095,2025-11,2,1519.74,1671.54,0.0,0.632
500149,100095,2025-12,6,265.22,78.34,4.8,0.645
500150,100095,2025-01,4,0.0,365.05,5.43,0.682
500150,100095,2025-02,6,460.16,911.53,5.44,0.336
500150,100095,2025-03,4,8.41,2488.05,3.25,0.791
500150,100095,2025-04,5,955.69,111.16,6.82,0.614
500150,100095,2025-05,2,2374.77,862.46,2.19,0.837
500150,100095,2025-06,6,494.83,320.47,6.29,0.682
500150,100095,2025-07,5,1781.65,1743.95,0.0,0.544
500150,100095,2025-08,4,2182.62,5.26,0.0,0.99
500150,100095,2025-09,6,1643.28,1647.32,3.13,0.746
500150,100095,2025-10,4,552.91,336.31,4.27,0.948
500150,100095,2025-11,10,1172.1,403.21,8.86,0.639
500150,100095,2025-12,6,354.01,0.0,0.0,0.818
500151,100096,2025-01,26,6289.03,3541.84,4.23,0.568
500151,100096,2025-02,19,6076.43,5448.54,5.27,0.99
500151,100096,2025-03,10,9167.25,5323.62,5.32,0.99
500151,100096,2025-04,18,4278.78,4697.21,0.0,0.724
500151,100096,2025-05,16,2508.39,5864.58,3.83,0.99
500151,100096,2025-06,18,6169.17,3223.41,9.68,0.572
500151,100096,2025-07,13,6330.88,5185.14,0.0,0.866
500151,100096,2025-08,13,5531.9,2616.47,3.64,0.763
500151,100096,2025-09,20,9636.53,7125.51,0.2,0.515
500151,100096,2025-10,19,5771.42,2578.01,5.58,0.624
500151,100096,2025-11,19,5778.09,6021.22,4.57,0.802
500151,100096,2025-12,16,6693.91,7168.92,6.87,0.722
500152,100097,2025-01,14,2137.7,2192.83,6.49,0.53
500152,100097,2025-02,20,2468.72,2096.81,4.87,0.426
500152,100097,2025-03,13,3608.88,3042.01,5.1,0.99
500152,100097,2025-04,19,2681.32,2674.54,7.57,0.365
500152,100097,2025-05,21,2076.25,2113.19,6.44,0.793
500152,100097,2025-06,11,3091.38,1467.98,7.35,0.882
500152,100097,2025-07,18,2827.78,2114.21,1.61,0.99
500152,100097,2025-08,26,2431.5,1405.3,8.55,0.795
500152,100097,2025-09,17,3045.21,2035.45,6.92,0.935
500152,100097,2025-10,21,3185.08,2907.23,1.6,0.756
500152,100097,2025-11,19,2650.75,2595.82,3.36,0.462
500152,100097,2025-12,22,1983.5,1858.37,7.91,0.513
500153,100097,2025-01,6,829.54,0.0,3.1,0.99
500153,100097,2025-02,2,1591.81,838.6,0.03,0.655
500153,100097,2025-03,10,2017.05,291.74,5.58,0.99
500153,100097,2025-04,11,233.25,0.0,5.74,0.73
500153,100097,2025-05,3,1205.09,898.38,3.34,0.723
500153,100097,2025-06,5,785.95,1634.89,0.0,0.555
500153,100097,2025-07,7,1783.57,154.06,0.0,0.655
500153,100097,2025-08,6,1779.11,0.0,3.75,0.653
500153,100097,2025-09,14,1147.19,1349.62,3.4,0.755
500153,100097,2025-10,3,2226.42,1132.54,0.0,0.647
500153,100097,2025-11,7,1377.76,0.0,0.28,0.528
500153,100097,2025-12,3,436.12,0.0,2.24,0.43
500154,100098,2025-01,5,0.0,488.2,4.54,0.755
500154,100098,2025-02,8,2204.39,344.86,2.34,0.989
500154,100098,2025-03,8,1752.69,0.0,7.81,0.692
500154,100098,2025-04,2,1111.47,550.76,0.0,0.613
500154,100098,2025-05,4,1200.16,511.78,0.0,0.642
500154,100098,2025-06,9,960.16,566.85,0.0,0.555
500154,100098,2025-07,4,1325.45,0.0,0.69,0.784
500154,100098,2025-08,4,1038.82,430.28,0.0,0.936
500154,100098,2025-09,7,2508.26,213.01,0.24,0.751
500154,100098,2025-10,6,930.65,481.38,4.01,0.84
500154,100098,2025-11,5,1882.54,20.08,6.5,0.738
500154,100098,2025-12,7,1120.45,963.7,3.67,0.705
500155,100098,2025-01,12,656.52,1611.31,0.0,0.677
500155,100098,2025-02,4,1737.61,0.0,0.0,0.54
500155,100098,2025-03,9,1912.41,0.0,6.43,0.692
500155,100098,2025-04,3,837.0,881.64,6.7,0.842
500155,100098,2025-05,4,0.0,43.04,0.89,0.921
500155,100098,2025-06,5,0.0,470.06,0.0,0.821
500155,100098,2025-07,7,590.77,928.19,5.66,0.706
500155,100098,2025-08,2,931.1,1038.65,9.16,0.868
500155,100098,2025-09,7,2141.54,823.14,2.72,0.723
500155,100098,2025-10,6,1861.46,0.0,3.55,0.942
500155,100098,2025-11,7,672.2,1573.61,0.0,0.628
500155,100098,2025-12,7,1124.54,426.78,0.19,0.563
500156,100099,2025-01,21,2532.94,2890.11,10.22,0.749
500156,100099,2025-02,19,3248.78,3316.03,0.0,0.633
500156,100099,2025-03,17,3777.29,1847.24,1.6,0.533
500156,100099,2025-04,20,2939.49,2078.9,5.37,0.99
500156,100099,2025-05,12,3036.84,3367.78,7.91,0.734
500156,100099,2025-06,13,3326.72,2563.19,8.15,0.983
500156,100099,2025-07,16,3172.94,3677.94,3.32,0.925
500156,100099,2025-08,22,2372.27,3106.41,2.82,0.804
500156,100099,2025-09,22,2783.25,1522.55,2.97,0.843
500156,100099,2025-10,22,4152.38,2947.95,7.99,0.584
500156,100099,2025-11,17,4507.73,2263.39,0.0,0.6
500156,100099,2025-12,9,3600.26,2870.64,4.35,0.696
500157,100099,2025-01,9,3242.06,0.0,0.22,0.744
500157,100099,2025-02,6,25.43,1411.29,9.07,0.754
500157,100099,2025-03,5,1858.29,913.93,8.95,0.854
500157,100099,2025-04,5,1633.71,2795.31,0.0,0.853
500157,100099,2025-05,7,1946.28,0.0,3.39,0.623
500157,100099,2025-06,4,2036.74,1101.03,3.66,0.781
500157,100099,2025-07,6,1268.76,182.03,0.0,0.832
500157,100099,2025-08,6,955.53,916.56,1.65,0.758
500157,100099,2025-09,8,962.63,1030.33,0.0,0.602
500157,100099,2025-10,7,1508.94,0.0,3.57,0.807
500157,100099,2025-11,12,495.9,521.18,4.2,0.647
500157,100099,2025-12,4,970.67,244.11,15.33,0.657
500158,100099,2025-01,3,1397.01,1030.71,1.82,0.68
500158,100099,2025-02,5,633.08,0.0,5.06,0.568
500158,100099,2025-03,2,2191.2,390.76,1.51,0.537
500158,100099,2025-04,6,683.26,0.0,0.0,0.577
500158,100099,2025-05,1,535.42,565.58,2.46,0.601
500158,100099,2025-06,5,513.8,225.28,1.01,0.689
500158,100099,2025-07,5,1444.11,215.87,0.0,0.888
500158,100099,2025-08,6,754.77,88.21,0.0,0.565
500158,100099,2025-09,8,1306.05,130.91,0.0,0.751
500158,100099,2025-10,7,1832.04,359.04,4.12,0.629
500158,100099,2025-11,7,757.23,0.0,1.85,0.502
500158,100099,2025-12,7,2281.32,576.39,5.43,0.643
500159,100100,2025-01,9,2853.76,0.0,0.0,0.429
500159,100100,2025-02,7,2319.65,2002.03,0.0,0.565
500159,100100,2025-03,8,2599.95,1290.69,0.0,0.395
500159,100100,2025-04,8,1440.73,1587.59,0.0,0.511
500159,100100,2025-05,3,2435.38,1363.62,1.08,0.294
500159,100100,2025-06,4,2305.26,709.93,2.75,0.508
500159,100100,2025-07,5,1792.88,0.0,6.12,0.603
500159,100100,2025-08,4,2575.23,0.0,6.54,0.289
500159,100100,2025-09,5,252.72,946.0,0.58,0.486
500159,100100,2025-10,8,2129.18,1197.35,5.46,0.418
500159,100100,2025-11,3,0.0,2389.43,0.0,0.514
500159,100100,2025-12,6,3322.96,2570.73,0.0,0.663
500160,100101,2025-01,19,3468.53,1920.4,15.37,0.744
500160,100101,2025-02,22,2191.71,1990.58,2.16,0.547
500160,100101,2025-03,14,1929.8,1207.14,2.87,0.728
500160,100101,2025-04,23,2407.92,2650.89,8.62,0.907
500160,100101,2025-05,15,2205.41,3093.74,12.08,0.707
500160,100101,2025-06,22,3825.51,1657.62,12.85,0.708
500160,100101,2025-07,18,2632.21,2236.52,3.72,0.721
500160,100101,2025-08,8,2176.4,2757.99,7.78,0.945
500160,100101,2025-09,12,2251.3,2611.93,5.9,0.805
500160,100101,2025-10,16,2988.95,2658.12,6.48,0.626
500160,100101,2025-11,13,2867.51,2621.24,4.59,0.516
500160,100101,2025-12,17,2432.5,2373.37,8.34,0.99
500161,100101,2025-01,9,1019.29,669.33,0.0,0.738
500161,100101,2025-02,2,193.27,1294.6,2.28,0.716
500161,100101,2025-03,4,863.31,767.72,5.26,0.788
500161,100101,2025-04,5,669.75,869.59,3.03,0.723
500161,100101,2025-05,6,1943.18,347.74,0.0,0.893
500161,100101,2025-06,3,1118.37,7.63,6.56,0.733
500161,100101,2025-07,9,933.87,27.15,0.0,0.474
500161,100101,2025-08,13,1466.0,314.43,3.83,0.884
500161,100101,2025-09,6,1326.32,1200.28,1.1,0.484
500161,100101,2025-10,10,352.96,769.54,4.98,0.756
500161,100101,2025-11,5,797.59,0.0,1.61,0.812
500161,100101,2025-12,3,284.78,1242.5,5.06,0.787
500162,100101,2025-01,13,2603.28,1859.25,6.44,0.574
500162,100101,2025-02,20,2744.41,2289.1,0.71,0.568
500162,100101,2025-03,16,1818.09,2885.41,0.9,0.806
500162,100101,2025-04,21,3640.2,2770.7,11.29,0.807
500162,100101,2025-05,21,3523.68,3069.02,0.62,0.903
500162,100101,2025-06,22,1846.58,2524.71,2.66,0.917
500162,100101,2025-07,23,1967.46,2955.81,5.47,0.764
500162,100101,2025-08,24,3173.7,3438.16,0.8,0.669
500162,100101,2025-09,8,1747.25,1859.98,3.42,0.932
500162,100101,2025-10,13,2761.11,2516.03,13.44,0.76
500162,100101,2025-11,16,3625.69,2866.82,1.02,0.739
500162,100101,2025-12,19,2322.45,2180.33,2.85,0.867
500163,100102,2025-01,3,12.01,301.55,0.18,0.718
500163,100102,2025-02,4,1651.49,746.82,5.05,0.586
500163,100102,2025-03,8,1233.9,1019.25,2.1,0.465
500163,100102,2025-04,8,1336.65,601.09,1.95,0.606
500163,100102,2025-05,7,974.55,90.83,7.46,0.69
500163,100102,2025-06,4,324.17,607.43,1.39,0.858
500163,100102,2025-07,3,313.25,665.16,3.06,0.793
500163,100102,2025-08,8,440.53,0.0,2.46,0.589
500163,100102,2025-09,5,0.0,1430.42,0.7,0.73
500163,100102,2025-10,6,1326.04,283.24,6.58,0.611
500163,100102,2025-11,8,503.77,491.47,0.0,0.573
500163,100102,2025-12,6,74.35,0.0,0.9,0.831
500164,100103,2025-01,15,1559.44,1970.28,5.62,0.797
500164,100103,2025-02,16,2302.15,1448.59,4.11,0.561
500164,100103,2025-03,17,1810.43,2228.54,6.46,0.668
500164,100103,2025-04,25,1439.41,1413.28,9.39,0.876
500164,100103,2025-05,22,2111.19,2587.12,4.05,0.927
500164,100103,2025-06,19,2394.53,1640.52,4.89,0.689
500164,100103,2025-07,20,1514.94,1631.3,8.73,0.635
500164,100103,2025-08,15,1757.05,1486.56,9.46,0.724
500164,100103,2025-09,10,2117.41,2619.21,11.08,0.99
500164,100103,2025-10,14,2652.13,1579.38,3.43,0.831
500164,100103,2025-11,24,1233.56,937.48,5.93,0.821
500164,100103,2025-12,21,2138.07,1712.3,7.72,0.752
500165,100104,2025-01,8,1174.94,852.18,2.3,0.644
500165,100104,2025-02,8,550.45,915.16,6.1,0.861
500165,100104,2025-03,10,1273.26,267.48,0.0,0.603
500165,100104,2025-04,8,1695.41,989.73,0.0,0.219
500165,100104,2025-05,3,856.14,0.0,4.09,0.851
500165,100104,2025-06,3,941.25,1166.14,5.34,0.643
500165,100104,2025-07,5,1103.25,613.22,8.12,0.708
500165,100104,2025-08,7,389.65,1029.89,0.53,0.72
500165,100104,2025-09,6,0.0,945.73,3.48,0.748
500165,100104,2025-10,7,1848.18,1705.64,2.45,0.811
500165,100104,2025-11,9,476.68,617.83,0.56,0.45
500165,100104,2025-12,8,1280.03,1296.53,2.37,0.604
500166,100105,2025-01,22,5574.31,6043.42,4.98,0.562
500166,100105,2025-02,19,4226.7,5300.67,11.23,0.209
500166,100105,2025-03,16,5151.5,4029.85,8.61,0.652
500166,100105,2025-04,21,7985.15,5787.46,0.0,0.647
500166,100105,2025-05,27,4834.11,5401.7,2.32,0.393
500166,100105,2025-06,20,7166.63,4181.66,0.0,0.651
500166,100105,2025-07,18,6667.99,4467.53,12.73,0.471
500166,100105,2025-08,14,8983.1,6573.63,2.32,0.538
500166,100105,2025-09,19,5509.79,4694.1,3.54,0.322
500166,100105,2025-10,15,5443.19,2808.01,8.6,0.735
500166,100105,2025-11,17,4843.22,4543.42,4.78,0.622
500166,100105,2025-12,22,6929.6,5379.62,1.87,0.405
500167,100105,2025-01,16,4307.43,4951.46,5.74,0.679
500167,100105,2025-02,13,4682.08,3108.45,6.98,0.387
500167,100105,2025-03,13,2952.58,4420.17,0.0,0.747
500167,100105,2025-04,24,5490.73,5341.13,2.88,0.907
500167,100105,2025-05,16,6332.16,3534.63,5.82,0.54
500167,100105,2025-06,9,6553.71,4402.71,4.39,0.475
500167,100105,2025-07,12,3756.87,4878.57,1.74,0.363
500167,100105,2025-08,28,7960.77,6245.28,6.97,0.661
500167,100105,2025-09,16,5220.95,4053.0,2.79,0.527
500167,100105,2025-10,14,7763.41,4773.31,4.51,0.637
500167,100105,2025-11,17,9391.38,5641.54,1.85,0.444
500167,100105,2025-12,19,7400.16,5556.55,0.84,0.781
500168,100106,2025-01,19,3980.26,3138.91,3.51,0.546
500168,100106,2025-02,26,3103.47,4363.02,6.67,0.777
500168,100106,2025-03,13,3983.35,1737.4,6.66,0.795
500168,100106,2025-04,12,3273.65,3445.56,0.0,0.842
500168,100106,2025-05,15,1842.36,3480.36,0.0,0.834
500168,100106,2025-06,19,3611.13,1926.35,4.55,0.556
500168,100106,2025-07,16,4761.47,3569.22,2.82,0.695
500168,100106,2025-08,22,2691.61,3202.19,2.08,0.711
500168,100106,2025-09,26,4887.34,2250.56,1.56,0.773
500168,100106,2025-10,22,3330.59,3725.16,8.78,0.674
500168,100106,2025-11,18,3089.14,2971.03,4.45,0.778
500168,100106,2025-12,15,3784.32,3652.85,4.51,0.701
500169,100107,2025-01,23,2876.64,1998.07,1.1,0.732
500169,100107,2025-02,13,1829.51,2197.27,5.65,0.783
500169,100107,2025-03,15,3033.09,1856.25,3.22,0.876
500169,100107,2025-04,14,2371.43,2223.65,8.47,0.742
500169,100107,2025-05,12,1718.77,1016.73,4.32,0.797
500169,100107,2025-06,29,2158.83,2654.67,4.16,0.729
500169,100107,2025-07,20,2244.69,1294.74,7.55,0.745
500169,100107,2025-08,20,2848.46,2430.27,0.85,0.888
500169,100107,2025-09,21,2423.39,614.4,8.72,0.49
500169,100107,2025-10,14,3158.83,1834.01,5.55,0.984
500169,100107,2025-11,19,3402.54,1342.08,0.0,0.505
500169,100107,2025-12,20,3180.41,2363.82,10.01,0.629
500170,100108,2025-01,18,3886.71,2406.83,0.0,0.581
500170,100108,2025-02,20,8406.64,3340.9,6.49,0.917
500170,100108,2025-03,22,8213.21,4527.74,10.73,0.498
500170,100108,2025-04,12,4644.94,4591.76,0.04,0.646
500170,100108,2025-05,12,3717.9,2615.0,0.0,0.876
500170,100108,2025-06,18,3915.59,6843.37,17.17,0.68
500170,100108,2025-07,24,6205.82,5255.69,0.0,0.812
500170,100108,2025-08,10,5456.8,6144.83,1.28,0.831
500170,100108,2025-09,20,5908.88,4288.8,5.99,0.737
500170,100108,2025-10,19,4991.1,4747.55,2.22,0.589
500170,100108,2025-11,16,7332.02,7273.79,2.32,0.653
500170,100108,2025-12,24,5825.11,5364.48,6.35,0.627
500171,100108,2025-01,10,3474.75,0.0,1.41,0.852
500171,100108,2025-02,5,2395.99,2852.11,0.0,0.589
500171,100108,2025-03,6,1806.09,1321.65,0.0,0.542
500171,100108,2025-04,8,1358.65,1757.54,5.11,0.842
500171,100108,2025-05,3,3359.33,122.35,3.21,0.426
500171,100108,2025-06,8,1550.4,634.37,0.0,0.549
500171,100108,2025-07,1,2750.14,295.53,2.18,0.922
500171,100108,2025-08,1,2573.2,2891.57,2.2,0.642
500171,100108,2025-09,5,759.76,0.0,8.41,0.865
500171,100108,2025-10,6,1685.69,0.0,0.0,0.64
500171,100108,2025-11,10,2801.97,110.92,0.71,0.936
500171,100108,2025-12,7,3260.75,995.55,0.0,0.99
500172,100109,2025-01,19,2547.4,2241.62,0.13,0.834
500172,100109,2025-02,26,2114.8,3631.95,3.81,0.775
500172,100109,2025-03,14,1768.11,2425.55,1.36,0.84
500172,100109,2025-04,18,3480.92,3112.69,5.02,0.662
500172,100109,2025-05,12,2509.16,2207.57,0.79,0.618
500172,100109,2025-06,19,2893.0,2697.06,1.0,0.555
500172,100109,2025-07,16,1899.9,2325.55,5.34,0.692
500172,100109,2025-08,18,2559.38,1860.19,1.87,0.859
500172,100109,2025-09,21,2451.83,1372.74,3.43,0.734
500172,100109,2025-10,13,2757.37,1321.35,0.13,0.434
500172,100109,2025-11,15,3233.3,3392.15,4.83,0.613
500172,100109,2025-12,17,2327.11,1735.12,0.0,0.41
500173,100109,2025-01,23,1924.61,2207.32,15.41,0.721
500173,100109,2025-02,17,2172.16,1649.56,3.7,0.866
500173,100109,2025-03,17,2207.3,2156.97,2.88,0.99
500173,100109,2025-04,19,2502.15,1860.62,0.97,0.918
500173,100109,2025-05,19,3283.11,1214.18,5.71,0.589
500173,100109,2025-06,16,1173.44,2583.04,1.05,0.638
500173,100109,2025-07,15,2990.49,2673.5,0.0,0.792
500173,100109,2025-08,16,2866.24,2750.24,1.49,0.93
500173,100109,2025-09,14,1867.23,3480.69,6.14,0.742
500173,100109,2025-10,15,3312.95,2190.65,0.03,0.875
500173,100109,2025-11,22,2646.84,1935.82,6.52,0.806
500173,100109,2025-12,24,2363.32,2659.27,6.96,0.828
500174,100110,2025-01,13,7476.45,6529.79,7.65,0.702
500174,100110,2025-02,27,7380.26,3832.87,8.39,0.743
500174,100110,2025-03,16,8174.38,7710.92,4.79,0.685
500174,100110,2025-04,12,9216.52,5932.71,7.42,0.484
500174,100110,2025-05,20,7176.84,6085.57,6.32,0.723
500174,100110,2025-06,19,4746.32,4905.19,10.57,0.485
500174,100110,2025-07,16,7689.74,5883.2,2.29,0.917
500174,100110,2025-08,21,6884.6,4289.72,3.44,0.99
500174,100110,2025-09,15,8991.22,5474.25,0.0,0.734
500174,100110,2025-10,26,7449.46,2706.49,0.0,0.7
500174,100110,2025-11,18,6970.29,5679.86,0.83,0.61
500174,100110,2025-12,15,7991.23,4823.51,8.55,0.666
500175,100111,2025-01,15,5394.03,4364.3,7.33,0.263
500175,100111,2025-02,20,7629.17,5274.87,0.0,0.511
500175,100111,2025-03,27,10171.04,6572.13,4.43,0.584
500175,100111,2025-04,23,9037.04,4850.44,1.88,0.311
500175,100111,2025-05,16,8633.41,4610.62,2.56,0.412
500175,100111,2025-06,12,5143.16,5860.3,5.99,0.458
500175,100111,2025-07,17,7845.65,6490.58,8.28,0.561
500175,100111,2025-08,16,6941.05,3849.3,4.51,0.598
500175,100111,2025-09,24,5850.67,4995.22,1.44,0.53
500175,100111,2025-10,15,7288.18,1827.23,9.33,0.337
500175,100111,2025-11,8,8248.62,3766.66,4.19,0.594
500175,100111,2025-12,19,7654.16,6086.45,6.97,0.653
500176,100112,2025-01,1,2284.5,657.09,0.0,0.907
500176,100112,2025-02,9,2435.49,268.95,2.97,0.95
500176,100112,2025-03,13,0.0,934.8,3.19,0.686
500176,100112,2025-04,8,956.67,1346.34,0.56,0.9
500176,100112,2025-05,4,1387.01,1624.62,0.0,0.638
500176,100112,2025-06,3,0.0,668.02,0.0,0.638
500176,100112,2025-07,5,1026.13,2060.62,4.87,0.468
500176,100112,2025-08,5,1057.28,406.19,3.04,0.712
500176,100112,2025-09,7,2559.25,1317.13,4.91,0.708
500176,100112,2025-10,3,1982.34,2477.96,0.0,0.754
500176,100112,2025-11,3,1407.92,764.91,0.31,0.598
500176,100112,2025-12,5,1020.92,818.28,1.79,0.699
500177,100112,2025-01,8,0.0,0.0,0.0,0.782
500177,100112,2025-02,2,2091.82,0.0,1.85,0.936
500177,100112,2025-03,5,1037.27,1311.27,0.0,0.725
500177,100112,2025-04,6,2422.21,700.3,2.88,0.61
500177,100112,2025-05,6,1409.22,228.11,0.0,0.788
500177,100112,2025-06,4,0.0,638.22,4.51,0.715
500177,100112,2025-07,2,1032.53,630.76,0.0,0.676
500177,100112,2025-08,3,1631.15,1710.87,6.26,0.362
500177,100112,2025-09,8,1893.25,1526.14,0.0,0.757
500177,100112,2025-10,10,1898.64,654.86,0.0,0.537
500177,100112,2025-11,5,1786.45,273.65,6.4,0.779
500177,100112,2025-12,5,1280.67,279.97,0.0,0.814
500178,100112,2025-01,3,3596.42,0.0,2.51,0.787
500178,100112,2025-02,9,2154.2,0.0,5.56,0.819
500178,100112,2025-03,5,743.47,1256.5,7.66,0.676
500178,100112,2025-04,11,632.73,503.22,0.0,0.64
500178,100112,2025-05,7,1944.07,670.27,1.42,0.611
500178,100112,2025-06,7,0.0,1440.26,0.38,0.755
500178,100112,2025-07,9,1740.35,553.15,3.65,0.897
500178,100112,2025-08,8,1515.22,1609.94,6.2,0.786
500178,100112,2025-09,8,2390.32,0.0,0.0,0.67
500178,100112,2025-10,7,0.0,1297.49,2.25,0.599
500178,100112,2025-11,9,0.0,1090.1,7.6,0.73
500178,100112,2025-12,4,2602.86,1143.46,3.61,0.769
500179,100113,2025-01,2,447.53,467.51,0.72,0.841
500179,100113,2025-02,7,709.02,88.21,1.36,0.746
500179,100113,2025-03,8,407.03,624.87,5.62,0.5
500179,100113,2025-04,7,381.07,867.17,4.91,0.99
500179,100113,2025-05,4,70.29,81.39,0.0,0.771
500179,100113,2025-06,4,1752.72,383.8,3.64,0.671
500179,100113,2025-07,6,977.7,0.0,2.11,0.422
500179,100113,2025-08,2,366.96,519.39,0.91,0.536
500179,100113,2025-09,6,438.85,377.91,5.63,0.842
500179,100113,2025-10,8,566.35,0.0,0.0,0.606
500179,100113,2025-11,6,791.98,318.9,9.87,0.602
500179,100113,2025-12,3,601.86,563.16,3.91,0.714
500180,100113,2025-01,6,99.0,671.79,4.58,0.965
500180,100113,2025-02,9,584.95,528.3,3.3,0.614
500180,100113,2025-03,8,31.55,217.13,2.54,0.926
500180,100113,2025-04,5,674.75,336.32,3.52,0.646
500180,100113,2025-05,12,551.6,154.16,0.0,0.737
500180,100113,2025-06,9,4.82,381.8,3.46,0.604
500180,100113,2025-07,8,1017.05,291.17,3.73,0.757
500180,100113,2025-08,6,1370.21,1025.41,0.0,0.504
