CustomerID,FullName,Gender,Age,Geography,TenureYears,EstimatedAnnualIncome,CreditScore,IsActiveMember,Exited,BranchID
100396,Customer_100396,Male,34,France,15,25078.17,593,1,0,2.0
100397,Customer_100397,Female,20,Germany,11,71647.72,683,1,0,3.0
100398,Customer_100398,Male,43,UK,4,143336.27,652,1,0,1.0
100399,Customer_100399,Female,36,France,10,52218.83,793,1,0,2.0
100400,Customer_100400,Male,37,France,4,31561.68,714,0,0,2.0
100401,Customer_100401,Male,66,UK,7,16000.0,610,1,0,1.0
100402,Customer_100402,Female,24,Spain,10,19681.14,710,1,0,4.0
100403,Customer_100403,Male,47,Germany,4,84551.21,678,1,0,3.0
100404,Customer_100404,Female,30,UK,0,26430.89,753,1,0,1.0
100405,Customer_100405,Male,53,Spain,13,35544.8,616,1,0,4.0
100406,Customer_100406,Female,46,Spain,11,56405.48,669,1,0,4.0
100407,Customer_100407,Female,47,UK,1,81834.59,648,1,0,1.0
100408,Customer_100408,Male,31,Germany,6,38392.25,659,1,0,3.0
100409,Customer_100409,Female,33,UK,4,35007.75,589,1,0,1.0
100410,Customer_100410,Female,53,Spain,15,43375.69,698,0,1,4.0
100411,Customer_100411,Female,63,Germany,15,31665.65,686,0,1,3.0
100412,Customer_100412,Male,48,Germany,11,32441.91,751,0,0,3.0
100413,Customer_100413,Female,31,UK,7,50552.67,654,1,0,1.0
100414,Customer_100414,Female,46,Spain,0,45652.15,624,0,0,4.0
100415,Customer_100415,Male,71,UK,3,109605.99,714,1,1,1.0
100416,Customer_100416,Male,43,UK,1,51169.91,595,1,0,1.0
100417,Customer_100417,Male,60,UK,12,70505.1,736,0,0,1.0
100418,Customer_100418,Female,33,Germany,1,25934.95,736,1,0,3.0
100419,Customer_100419,Male,41,UK,10,53196.38,749,1,0,1.0
100420,Customer_100420,Female,49,Spain,15,30335.78,683,0,0,4.0
100421,Customer_100421,Female,47,Germany,4,50180.35,619,1,1,3.0
100422,Customer_100422,Male,33,UK,10,57254.21,663,1,0,1.0
100423,Customer_100423,Male,32,UK,14,42953.18,684,1,0,1.0
100424,Customer_100424,Female,54,UK,6,124084.92,613,1,0,1.0
100425,Customer_100425,Male,56,France,7,79858.84,755,0,1,2.0
100426,Customer_100426,Female,60,,3,71338.06,699,1,0,
100427,Customer_100427,Female,64,UK,6,59240.08,588,1,0,1.0
100428,Customer_100428,Female,44,Germany,13,92868.27,796,1,0,3.0
100429,Customer_100429,Male,38,UK,10,21999.8,662,0,0,1.0
100430,Customer_100430,Female,58,Germany,3,77812.11,573,0,0,3.0
100431,Customer_100431,Female,51,Spain,8,26886.11,593,0,1,4.0
100432,Customer_100432,Male,30,Germany,11,32580.6,767,0,0,3.0
100433,Customer_100433,Female,30,Germany,1,54070.9,792,1,0,3.0
100434,Customer_100434,Female,48,Germany,12,73157.8,731,1,0,3.0
100435,Customer_100435,Female,40,UK,3,24992.11,754,0,0,1.0
100436,Customer_100436,Male,42,UK,4,33348.89,746,1,0,1.0
100437,Customer_100437,Male,55,UK,6,43884.41,697,1,0,1.0
100438,Customer_100438,Male,51,France,8,38621.34,680,1,1,2.0
100439,Customer_100439,Male,58,Germany,14,61681.5,695,1,0,3.0
100440,Customer_100440,Male,19,France,3,180000.0,710,1,1,2.0
100441,Customer_100441,Female,45,Spain,4,50722.21,599,0,0,4.0
100442,Customer_100442,Male,50,UK,6,30169.49,710,1,0,1.0
100443,Customer_100443,Female,24,Germany,13,23435.24,764,1,0,3.0
100444,Customer_100444,Male,34,UK,15,36281.41,640,1,1,1.0
100445,Customer_100445,Male,32,UK,7,27510.21,632,1,0,1.0
100446,Customer_100446,Male,42,Germany,11,51835.07,691,1,0,3.0
100447,Customer_100447,Male,62,Spain,14,51474.13,606,1,0,4.0
100448,Customer_100448,Female,66,France,13,34098.18,556,0,1,2.0
100449,Customer_100449,Female,32,UK,10,102606.3,741,1,0,1.0
100450,Customer_100450,Female,48,France,8,30166.09,621,1,0,2.0
100451,Customer_100451,Male,49,UK,15,39802.34,656,1,1,1.0
100452,Customer_100452,Female,47,Spain,3,55996.7,609,1,0,4.0
100453,Customer_100453,Male,47,Germany,5,62745.97,751,1,0,3.0
100454,Customer_100454,Female,46,UK,11,74632.72,719,1,0,1.0
100455,Customer_100455,Male,62,UK,0,50932.08,637,1,0,1.0
100456,Customer_100456,Male,55,UK,8,67395.64,567,0,1,1.0
100457,Customer_100457,Male,29,Spain,13,31136.19,629,0,1,4.0
100458,Customer_100458,Male,52,France,2,63485.18,698,1,0,2.0
100459,Customer_100459,Male,53,Germany,12,63104.86,669,1,0,3.0
100460,Customer_100460,Female,46,France,6,82969.13,663,1,0,2.0
100461,Customer_100461,Female,56,France,13,19823.61,671,1,0,2.0
100462,Customer_100462,Female,44,UK,10,27922.62,712,1,0,1.0
100463,Customer_100463,Male,44,Spain,2,60830.0,652,1,0,4.0
100464,Customer_100464,Female,43,UK,11,16000.0,689,1,1,1.0
100465,Customer_100465,Male,18,France,0,52408.69,581,0,0,2.0
100466,Customer_100466,Female,41,Germany,3,67665.85,847,1,0,3.0
100467,Customer_100467,Male,34,France,14,32404.61,634,0,0,2.0
100468,Customer_100468,Male,28,Spain,14,34607.97,670,0,1,4.0
100469,Customer_100469,Female,59,UK,0,25901.68,697,1,0,1.0
100470,Customer_100470,Male,48,France,6,33214.06,624,1,0,2.0
100471,Customer_100471,Male,42,France,1,33650.02,656,1,0,2.0
100472,Customer_100472,Female,35,France,4,30888.72,655,1,0,2.0
100473,Customer_100473,Male,46,UK,15,30135.82,586,1,0,1.0
100474,Customer_100474,Female,54,UK,3,37178.01,688,1,0,1.0
100475,Customer_100475,Male,32,UK,10,36976.13,531,1,0,1.0
100476,Customer_100476,Female,42,UK,12,97614.79,786,1,0,1.0
100477,Customer_100477,Female,52,France,14,35173.27,714,1,0,2.0
100478,Customer_100478,Female,19,France,5,49035.14,703,1,0,2.0
100479,Customer_100479,Female,41,France,11,32397.21,525,0,1,2.0
100480,Customer_100480,Female,37,France,7,32212.4,596,0,1,2.0
100481,Customer_100481,Female,40,France,1,19505.62,759,1,1,2.0
100482,Customer_100482,Male,36,UK,3,20708.72,850,1,0,1.0
100483,Customer_100483,Male,44,France,11,24398.47,745,0,1,2.0
100484,Customer_100484,Female,65,UK,10,45619.41,733,1,0,1.0
100485,Customer_100485,Male,38,UK,8,68166.13,694,1,0,1.0
100486,Customer_100486,Male,46,France,12,18796.5,591,0,0,2.0
100487,Customer_100487,Male,66,France,11,32805.13,730,1,0,2.0
100488,Customer_100488,Female,35,UK,5,22704.63,572,1,0,1.0
100489,Customer_100489,Male,64,France,4,37290.74,564,1,0,2.0
100490,Customer_100490,Female,42,France,15,68153.73,559,1,0,2.0
100491,Customer_100491,Female,63,Germany,15,34348.99,728,1,0,3.0
100492,Customer_100492,Female,51,France,0,41111.46,651,1,0,2.0
100493,Customer_100493,Male,46,Germany,12,80844.08,663,1,0,3.0
100494,Customer_100494,Female,41,UK,2,51610.49,654,1,1,1.0
100495,Customer_100495,Female,35,Germany,13,29833.39,571,0,0,3.0
100496,Customer_100496,Male,43,France,9,45113.5,605,0,0,2.0
100497,Customer_100497,Female,53,France,11,28941.38,608,1,0,2.0
100498,Customer_100498,Male,42,France,11,50748.73,550,0,0,2.0
100499,Customer_100499,Female,38,UK,9,52961.89,617,1,0,1.0
100500,Customer_100500,Male,39,France,4,22701.88,574,0,0,2.0
100501,Customer_100501,Female,54,Germany,12,45444.28,698,1,0,3.0
100502,Customer_100502,Female,57,Spain,8,39835.63,705,1,1,4.0
100503,Customer_100503,Male,34,Spain,8,53665.72,558,1,0,4.0
100504,Customer_100504,Female,34,France,5,61055.04,633,1,0,2.0
100505,Customer_100505,Male,47,France,0,52066.51,794,1,0,2.0
100506,Customer_100506,Female,60,Germany,8,36643.37,581,1,0,3.0
100507,Customer_100507,Female,56,UK,5,63922.29,687,1,0,1.0
100508,Customer_100508,Male,27,Germany,10,28354.66,663,1,0,3.0
100509,Customer_100509,Male,39,France,5,23183.36,737,1,0,2.0
100510,Customer_100510,Female,31,UK,15,16000.0,677,1,0,1.0
100511,Customer_100511,Male,39,UK,10,40695.04,623,1,0,1.0
100512,Customer_100512,Female,61,Germany,7,29019.67,660,0,1,3.0
100513,Customer_100513,Female,25,UK,11,50232.34,661,0,0,1.0
100514,Customer_100514,Female,23,UK,10,17298.46,648,0,0,1.0
100515,Customer_100515,Male,32,UK,9,31388.43,556,1,0,1.0
100516,Customer_100516,Female,45,UK,9,51898.56,748,1,0,1.0
100517,Customer_100517,Female,49,UK,14,26423.22,735,1,0,1.0
100518,Customer_100518,Male,47,Germany,5,50493.02,577,1,0,3.0
100519,Customer_100519,Male,56,UK,6,32688.05,632,1,0,1.0
100520,Customer_100520,Male,21,Germany,4,41384.48,638,1,0,3.0
100521,Customer_100521,Male,56,Spain,9,54898.76,568,1,0,4.0
100522,Customer_100522,Female,38,UK,15,64484.72,515,1,0,1.0
100523,Customer_100523,Male,51,UK,9,43785.0,605,1,0,1.0
100524,Customer_100524,Female,26,France,3,29118.25,628,1,0,2.0
100525,Customer_100525,Male,42,UK,14,34176.97,547,1,0,1.0
100526,Customer_100526,Male,45,UK,12,55941.11,668,1,0,1.0
100527,Customer_100527,Male,56,Spain,7,26525.47,742,0,0,4.0
100528,Customer_100528,Female,23,Spain,2,38765.85,718,1,0,4.0
100529,Customer_100529,Female,42,Germany,6,35304.9,645,1,0,3.0
100530,Customer_100530,Male,29,UK,12,40091.2,517,1,0,1.0
100531,Customer_100531,Female,48,Germany,9,26668.75,709,1,1,3.0
100532,Customer_100532,Male,51,Germany,2,18252.36,666,0,0,3.0
100533,Customer_100533,Male,57,UK,2,53090.81,687,1,0,1.0
100534,Customer_100534,Male,36,France,15,64814.46,800,1,0,2.0
100535,Customer_100535,Female,53,UK,7,18749.95,593,1,0,1.0
100536,Customer_100536,Female,58,UK,10,49584.9,439,1,1,1.0
100537,Customer_100537,Female,22,France,5,68381.47,576,1,0,2.0
100538,Customer_100538,Male,49,UK,1,54917.36,691,0,1,1.0
100539,Customer_100539,Male,54,UK,6,34819.17,657,1,1,1.0
100540,Customer_100540,Female,39,Germany,11,27470.05,564,0,0,3.0
100541,Customer_100541,Male,27,Spain,5,43558.71,549,1,0,4.0
100542,Customer_100542,Female,53,France,9,46954.21,628,1,0,2.0
100543,Customer_100543,Female,28,Germany,7,43850.36,562,0,0,3.0
100544,Customer_100544,Male,40,Spain,5,38729.79,694,1,0,4.0
100545,Customer_100545,Female,42,UK,4,25802.63,624,0,1,1.0
100546,Customer_100546,Female,51,France,4,50799.14,608,1,1,2.0
100547,Customer_100547,Male,34,UK,4,51912.22,598,1,0,1.0
100548,Customer_100548,Female,34,UK,11,45972.32,675,1,0,1.0
100549,Customer_100549,Female,43,Germany,5,44151.05,658,1,0,3.0
100550,Customer_100550,Male,54,France,11,89418.88,670,0,0,2.0
100551,Customer_100551,Female,69,France,4,31712.13,669,1,0,2.0
100552,Customer_100552,Male,24,UK,5,74762.42,650,1,0,1.0
100553,Customer_100553,Female,46,UK,14,30185.41,578,0,0,1.0
100554,Customer_100554,Female,29,Spain,14,69179.0,600,1,0,4.0
100555,Customer_100555,Female,54,UK,6,73162.65,625,0,0,1.0
100556,Customer_100556,Male,31,UK,4,36810.99,810,0,0,1.0
100557,Customer_100557,Female,34,UK,11,88686.08,554,1,0,1.0
100558,Customer_100558,Male,35,France,1,51869.75,624,1,1,2.0
100559,Customer_100559,Male,41,France,7,28301.0,662,0,0,2.0
100560,Customer_100560,Male,46,France,9,35491.71,632,1,0,2.0
100561,Customer_100561,Female,48,UK,10,69924.26,736,1,0,1.0
100562,Customer_100562,Male,42,UK,1,63627.69,632,0,0,1.0
100563,Customer_100563,Male,26,Germany,0,26089.98,637,1,0,3.0
100564,Customer_100564,Female,51,France,4,39448.81,716,0,1,2.0
100565,Customer_100565,Male,41,France,1,46028.23,791,1,0,2.0
100566,Customer_100566,Male,56,Germany,8,33423.11,761,0,0,3.0
100567,Customer_100567,Male,34,Germany,14,121350.07,645,1,0,3.0
100568,Customer_100568,Male,23,UK,4,46656.78,651,1,0,1.0
100569,Customer_100569,Female,42,UK,7,40847.85,659,0,0,1.0
100570,Customer_100570,Male,58,France,3,71776.17,666,1,0,2.0
100571,Customer_100571,Male,44,UK,0,35634.83,591,1,0,1.0
100572,Customer_100572,Female,40,Germany,11,66089.64,725,0,0,3.0
100573,Customer_100573,Female,32,France,4,19829.88,670,0,1,2.0
100574,Customer_100574,Female,63,Germany,8,34244.48,652,0,1,3.0
100575,Customer_100575,Female,30,Spain,10,67339.79,560,1,0,4.0
100576,Customer_100576,Female,33,France,13,85136.73,660,1,0,2.0
100577,Customer_100577,Male,49,Spain,2,29656.65,513,1,0,4.0
100578,Customer_100578,Female,20,France,9,28141.63,611,1,1,2.0
100579,Customer_100579,Female,57,Spain,14,54218.41,613,1,0,4.0
100580,Customer_100580,Male,49,UK,7,31731.33,677,1,0,1.0
100581,Customer_100581,Male,53,France,0,37218.63,796,1,0,2.0
100582,Customer_100582,Male,49,France,4,62305.64,698,1,0,2.0
100583,Customer_100583,Female,40,UK,12,32878.65,764,1,0,1.0
100584,Customer_100584,Female,29,UK,12,17343.68,703,1,1,1.0
100585,Customer_100585,Female,40,Spain,5,23387.03,739,1,1,4.0
100586,Customer_100586,Male,30,France,3,42188.58,794,1,0,2.0
100587,Customer_100587,Male,48,UK,4,18158.33,600,0,1,1.0
100588,Customer_100588,Male,52,UK,3,36742.99,595,1,1,1.0
100589,Customer_100589,Female,60,UK,11,22448.55,705,0,0,1.0
100590,Customer_100590,Female,46,UK,13,87851.0,655,0,0,1.0
100591,Customer_100591,Female,53,Spain,0,111272.68,672,1,0,4.0
100592,Customer_100592,Female,38,France,11,26088.14,636,1,0,2.0
100593,Customer_100593,Female,36,UK,12,47144.2,610,1,0,1.0
100594,Customer_100594,Female,48,France,9,27261.84,777,1,1,2.0
100595,Customer_100595,Male,37,UK,13,36542.56,573,1,0,1.0
100596,Customer_100596,Male,45,UK,0,94559.65,706,1,0,1.0
100597,Customer_100597,Male,29,Germany,11,34044.2,694,0,0,3.0
100598,Customer_100598,Male,31,France,2,36927.36,537,1,0,2.0
100599,Customer_100599,Male,50,Spain,14,27482.01,593,1,0,4.0
100600,Customer_100600,Male,53,France,7,70348.03,605,0,1,2.0
100601,Customer_100601,Female,30,France,1,16000.0,697,0,1,2.0
100602,Customer_100602,Male,50,Germany,11,34412.19,627,0,0,3.0
100603,Customer_100603,Female,36,Spain,11,41141.65,649,0,0,4.0
100604,Customer_100604,Female,42,Germany,7,31192.72,546,0,0,3.0
100605,Customer_100605,Female,59,Spain,4,61946.13,829,1,0,4.0
100606,Customer_100606,Female,52,Germany,0,72138.07,660,0,1,3.0
100607,Customer_100607,Male,52,Spain,14,22247.99,692,1,0,4.0
100608,Customer_100608,Female,65,UK,2,107741.91,614,1,0,1.0
100609,Customer_100609,Male,34,Germany,13,22135.95,606,1,1,3.0
100610,Customer_100610,Female,30,France,9,75004.9,798,1,0,2.0
100611,Customer_100611,Male,33,France,10,44929.39,511,1,0,2.0
100612,Customer_100612,Male,39,Germany,11,33481.87,676,1,1,3.0
100613,Customer_100613,Female,18,Spain,13,34933.79,564,1,0,4.0
100614,Customer_100614,Female,40,Spain,0,41371.36,625,1,0,4.0
100615,Customer_100615,Male,35,UK,15,46129.73,607,1,0,1.0
100616,Customer_100616,Female,51,Germany,0,27760.11,581,0,1,3.0
100617,Customer_100617,Male,46,Germany,15,37803.31,658,1,0,3.0
100618,Customer_100618,Female,35,UK,4,29691.68,462,0,1,1.0
100619,Customer_100619,Male,49,UK,13,24310.23,631,1,0,1.0
100620,Customer_100620,Male,51,UK,1,29075.02,648,0,0,1.0
100621,Customer_100621,Male,33,Germany,7,25032.65,553,1,0,3.0
100622,Customer_100622,Male,36,France,8,34764.61,768,1,0,2.0
100623,Customer_100623,Male,18,Spain,15,51023.35,610,1,0,4.0
100624,Customer_100624,Male,29,France,1,44344.53,637,0,1,2.0
100625,Customer_100625,Male,33,Spain,0,102117.57,611,0,0,4.0
100626,Customer_100626,Male,43,France,10,16000.0,649,0,0,2.0
100627,Customer_100627,Female,31,Germany,0,51876.87,753,1,0,3.0
100628,Customer_100628,Male,36,UK,12,42121.52,840,1,0,1.0
100629,Customer_100629,Female,27,France,0,60625.84,711,1,0,2.0
100630,Customer_100630,Female,44,Germany,15,57978.89,737,1,0,3.0
100631,Customer_100631,Male,47,Spain,8,38994.61,784,1,1,4.0
100632,Customer_100632,Female,47,Germany,15,45393.22,674,0,1,3.0
100633,Customer_100633,Male,42,UK,2,30049.27,773,0,0,1.0
100634,Customer_100634,Male,24,UK,4,55358.24,714,1,0,1.0
100635,Customer_100635,Female,35,UK,7,18032.49,666,1,1,1.0
100636,Customer_100636,Female,37,UK,0,59575.33,681,1,0,1.0
100637,Customer_100637,Female,37,Germany,1,41564.3,518,1,0,3.0
100638,Customer_100638,Male,43,Germany,5,33733.51,677,1,0,3.0
100639,Customer_100639,Female,59,Germany,11,37827.25,539,0,1,3.0
100640,Customer_100640,Male,52,Spain,11,39096.44,533,1,0,4.0
100641,Customer_100641,Male,30,Germany,1,75298.21,669,1,0,3.0
100642,Customer_100642,Male,50,Germany,0,179961.29,571,1,0,3.0
100643,Customer_100643,Female,50,UK,10,72719.64,654,0,0,1.0
100644,Customer_100644,Male,32,UK,5,32566.14,665,1,0,1.0
100645,Customer_100645,Female,52,France,12,55760.82,669,1,0,2.0
100646,Customer_100646,Female,40,Spain,4,56864.3,587,1,0,4.0
100647,Customer_100647,Female,25,UK,5,27697.64,722,1,0,1.0
100648,Customer_100648,Female,47,France,3,23814.86,648,1,0,2.0
100649,Customer_100649,Female,45,Germany,4,40820.86,688,1,0,3.0
100650,Customer_100650,Male,39,UK,11,,565,1,0,1.0
100651,Customer_100651,Male,42,France,7,20335.25,642,1,0,2.0
100652,Customer_100652,Female,33,Spain,10,30364.24,737,1,0,4.0
100653,Customer_100653,Male,49,Germany,1,54345.56,728,0,1,3.0
100654,Customer_100654,Male,41,UK,8,42796.03,595,0,0,1.0
100655,Customer_100655,Male,44,Spain,7,79439.26,614,0,0,4.0
100656,Customer_100656,Male,46,UK,14,22254.72,581,0,1,1.0
100657,Customer_100657,Male,28,Spain,6,121042.76,606,1,0,4.0
100658,Customer_100658,Male,31,UK,1,21022.07,550,1,0,1.0
100659,Customer_100659,Female,18,France,11,16853.29,645,1,0,2.0
100660,Customer_100660,Male,49,UK,2,40901.18,702,1,0,1.0
100661,Customer_100661,Female,27,UK,14,25208.04,596,1,0,1.0
100662,Customer_100662,Female,44,Spain,6,41273.87,648,0,0,4.0
100663,Customer_100663,Male,46,UK,12,40629.42,638,0,0,1.0
100664,Customer_100664,Female,49,UK,10,38458.17,734,0,0,1.0
100665,Customer_100665,Female,28,UK,7,28748.47,609,1,0,1.0
100666,Customer_100666,Female,41,Germany,9,51027.51,612,0,0,3.0
100667,Customer_100667,Male,62,Germany,2,36410.89,592,0,1,3.0
100668,Customer_100668,Male,63,Spain,1,69014.65,570,0,0,4.0
100669,Customer_100669,Male,54,UK,12,38725.65,695,1,0,1.0
100670,Customer_100670,Female,46,France,15,27209.83,645,1,1,2.0
100671,Customer_100671,Female,30,UK,13,19652.41,659,1,0,1.0
100672,Customer_100672,Female,51,France,4,38869.91,751,0,0,2.0
100673,Customer_100673,Female,40,Spain,5,23724.96,755,1,0,4.0
100674,Customer_100674,Female,49,Germany,5,22878.25,532,1,0,3.0
100675,Customer_100675,Female,34,France,11,53251.47,704,1,1,2.0
100676,Customer_100676,Male,40,UK,9,18872.73,672,1,0,1.0
100677,Customer_100677,Female,44,Spain,12,79293.54,620,0,0,4.0
100678,Customer_100678,Male,45,France,15,45129.76,680,1,0,2.0
100679,Customer_100679,Male,48,UK,6,41179.49,526,1,0,1.0
100680,Customer_100680,Male,35,UK,10,26364.67,765,1,1,1.0
100681,Customer_100681,Female,26,UK,8,59242.38,694,1,0,1.0
100682,Customer_100682,Male,61,UK,15,41945.13,590,1,0,1.0
100683,Customer_100683,Male,72,UK,5,30843.5,611,1,0,1.0
100684,Customer_100684,Male,47,France,3,45951.69,527,1,0,2.0
100685,Customer_100685,Male,26,France,6,19696.01,631,0,0,2.0
100686,Customer_100686,Male,33,UK,9,20121.17,619,0,0,1.0
100687,Customer_100687,Female,48,France,15,25370.47,556,0,1,2.0
100688,Customer_100688,Female,58,Spain,13,49153.93,713,1,0,4.0
100689,Customer_100689,Male,27,Germany,0,41938.46,751,1,0,3.0
100690,Customer_100690,Male,41,France,8,67337.03,653,1,0,2.0
100691,Customer_100691,Male,44,UK,2,27762.17,632,0,0,1.0
100692,Customer_100692,Male,52,Spain,5,54394.89,688,1,1,4.0
100693,Customer_100693,Female,38,UK,15,39902.06,654,1,0,1.0
100694,Customer_100694,Female,23,UK,15,27475.63,574,1,0,1.0
100695,Customer_100695,Female,49,Spain,2,49951.78,606,0,0,4.0
100696,Customer_100696,Male,55,France,2,40770.72,633,0,1,2.0
100697,Customer_100697,Female,41,Germany,11,31644.55,674,1,0,3.0
100698,Customer_100698,Male,47,France,6,42801.33,656,1,0,2.0
100699,Customer_100699,Male,36,Germany,6,39621.86,671,1,0,3.0
100700,Customer_100700,Female,32,UK,13,39193.46,541,1,0,1.0
100701,Customer_100701,Female,54,UK,14,34883.11,705,1,0,1.0
100702,Customer_100702,Female,47,UK,14,23346.4,655,0,1,1.0
100703,Customer_100703,Female,48,UK,12,43437.11,846,1,0,1.0
100704,Customer_100704,Female,60,Spain,15,29266.64,626,0,1,4.0
100705,Customer_100705,Female,29,UK,11,26536.51,679,1,0,1.0
100706,Customer_100706,Male,35,France,14,37688.49,850,1,0,2.0
100707,Customer_100707,Male,44,Germany,8,58438.89,670,1,0,3.0
100708,Customer_100708,Male,35,Germany,0,45658.77,650,0,0,3.0
100709,Customer_100709,Male,51,France,13,33070.96,581,1,0,2.0
100710,Customer_100710,Male,40,France,14,32478.03,770,0,0,2.0
100711,Customer_100711,Male,30,Spain,4,55912.37,568,0,1,4.0
100712,Customer_100712,Female,43,Germany,6,16000.0,687,1,0,3.0
100713,Customer_100713,Female,44,Germany,9,60128.5,619,1,0,3.0
100714,Customer_100714,Female,53,Spain,10,18071.98,641,1,1,4.0
100715,Customer_100715,Male,47,Germany,10,22214.3,548,1,0,3.0
100716,Customer_100716,Female,48,UK,6,33323.07,756,1,0,1.0
100717,Customer_100717,Male,46,France,13,111522.4,634,1,0,2.0
100718,Customer_100718,Male,40,UK,13,89345.27,564,1,0,1.0
100719,Customer_100719,Male,33,Germany,15,57719.16,749,0,0,3.0
100720,Customer_100720,Male,45,Spain,9,49309.35,617,1,0,4.0
100721,Customer_100721,Male,38,France,1,18167.69,680,1,0,2.0
100722,Customer_100722,Female,62,France,13,45069.73,718,1,0,2.0
100723,Customer_100723,Female,58,UK,1,32803.0,691,1,0,1.0
100724,Customer_100724,Female,50,Spain,3,29083.42,490,1,0,4.0
100725,Customer_100725,Male,47,UK,4,45030.09,707,0,0,1.0
100726,Customer_100726,Female,41,UK,2,33976.53,647,1,1,1.0
100727,Customer_100727,Female,27,UK,11,62106.73,630,1,0,1.0
100728,Customer_100728,Male,39,UK,7,17575.22,647,1,0,1.0
100729,Customer_100729,Female,43,France,3,43441.91,534,1,1,2.0
100730,Customer_100730,Male,45,France,0,28277.77,669,0,1,2.0
100731,Customer_100731,Male,48,UK,3,34929.56,553,1,0,1.0
100732,Customer_100732,Male,53,UK,11,48170.73,634,1,0,1.0
100733,Customer_100733,Male,34,UK,12,25403.35,667,1,0,1.0
100734,Customer_100734,Male,34,UK,4,45221.57,736,1,0,1.0
100735,Customer_100735,Male,59,UK,1,,594,1,0,1.0
100736,Customer_100736,Male,51,Germany,8,31199.61,764,1,0,3.0
100737,Customer_100737,Female,37,UK,12,33984.75,726,0,0,1.0
100738,Customer_100738,Male,41,UK,1,39178.23,623,1,0,1.0
100739,Customer_100739,Male,41,UK,12,29729.6,572,1,0,1.0
100740,Customer_100740,Male,42,France,2,42134.3,547,0,0,2.0
100741,Customer_100741,Female,48,UK,4,37058.22,675,1,0,1.0
100742,Customer_100742,Female,72,UK,9,31899.57,600,0,1,1.0
100743,Customer_100743,Female,44,Spain,0,85892.68,745,0,0,4.0
100744,Customer_100744,Male,50,UK,4,50629.15,604,0,0,1.0
100745,Customer_100745,Male,22,France,2,35355.33,587,0,0,2.0
100746,Customer_100746,Female,36,France,3,44849.25,673,1,1,2.0
100747,Customer_100747,Male,57,UK,12,26459.11,604,1,0,1.0
100748,Customer_100748,Female,47,France,3,34505.63,656,0,0,2.0
100749,Customer_100749,Female,18,Germany,0,36366.02,729,1,0,3.0
100750,Customer_100750,Male,50,Germany,3,23965.43,664,1,0,3.0
100751,Customer_100751,Female,65,UK,1,49997.8,664,0,1,1.0
100752,Customer_100752,Female,18,UK,9,33453.08,670,0,1,1.0
100753,Customer_100753,Male,60,UK,15,35791.47,528,0,0,1.0
100754,Customer_100754,Male,18,France,2,32516.44,684,1,0,2.0
100755,Customer_100755,Male,53,Germany,11,159056.64,667,0,0,3.0
100756,Customer_100756,Female,42,UK,5,31171.14,722,1,0,1.0
100757,Customer_100757,Male,18,UK,1,16556.27,700,1,0,1.0
100758,Customer_100758,Male,47,Spain,11,20444.22,640,1,0,4.0
100759,Customer_100759,Female,56,UK,3,59107.38,732,1,0,1.0
100760,Customer_100760,Male,46,France,8,76636.49,633,0,1,2.0
100761,Customer_100761,Male,49,Germany,8,30903.24,674,1,0,3.0
100762,Customer_100762,Female,37,UK,9,74678.85,632,1,0,1.0
100763,Customer_100763,Male,20,UK,2,58638.13,690,0,0,1.0
100764,Customer_100764,Male,50,UK,4,38567.25,627,1,1,1.0
100765,Customer_100765,Male,63,Spain,11,37355.08,779,1,0,4.0
100766,Customer_100766,Male,56,UK,14,45561.42,806,1,0,1.0
100767,Customer_100767,Male,18,UK,0,62335.1,721,1,0,1.0
100768,Customer_100768,Female,24,UK,6,50221.95,771,1,0,1.0
100769,Customer_100769,Female,32,UK,14,30972.69,540,1,0,1.0
100770,Customer_100770,Male,23,France,4,38833.23,548,1,1,2.0
100771,Customer_100771,Female,43,UK,7,102436.0,631,1,0,1.0
100772,Customer_100772,Female,47,France,14,47026.71,658,1,0,2.0
100773,Customer_100773,Female,25,France,15,62107.46,640,1,0,2.0
100774,Customer_100774,Female,51,Germany,10,53550.11,532,1,0,3.0
100775,Customer_100775,Female,49,UK,11,47497.67,741,0,0,1.0
100776,Customer_100776,Female,35,Spain,9,44105.48,817,1,0,4.0
100777,Customer_100777,Male,40,France,4,62896.81,751,1,0,2.0
100778,Customer_100778,Female,19,UK,14,58035.72,736,1,0,1.0
100779,Customer_100779,Male,38,Germany,0,47295.81,672,1,0,3.0
100780,Customer_100780,Male,42,Spain,0,30737.29,592,0,0,4.0
100781,Customer_100781,Female,44,UK,9,49957.42,660,1,1,1.0
100782,Customer_100782,Male,47,Spain,13,40752.45,813,1,0,4.0
100783,Customer_100783,Male,45,France,13,36559.99,629,0,0,2.0
100784,Customer_100784,Male,39,France,10,140206.85,621,1,0,2.0
100785,Customer_100785,Male,45,Spain,6,21012.06,738,1,0,4.0
100786,Customer_100786,Female,54,UK,5,64650.8,743,1,0,1.0
100787,Customer_100787,Female,41,Germany,6,28487.57,591,1,0,3.0
100788,Customer_100788,Male,46,UK,4,44554.25,635,0,0,1.0
100789,Customer_100789,Male,40,Germany,6,133424.26,617,1,0,3.0
100790,Customer_100790,Male,34,France,1,,660,1,0,2.0
100791,Customer_100791,Male,48,UK,5,30323.62,738,0,0,1.0
100792,Customer_100792,Female,35,France,15,41670.29,595,1,0,2.0
