AccountID,CustomerID,AccountType,CurrentBalance,OverdraftLimit,AccountStatus
500705,100457,Savings,12271.69,0,Open
500706,100458,ISA,52513.57,0,Open
500707,100459,Current,21044.89,0,Open
500708,100460,Current,44455.15,2000,Open
500709,100461,Current,2916.43,2000,Open
500710,100462,Savings,36524.0,0,Open
500711,100462,Current,7956.15,0,Open
500712,100463,Savings,36269.63,0,Open
500713,100464,Savings,739.16,0,Open
500714,100464,ISA,15543.93,0,Open
500715,100465,Current,15430.45,0,Open
500716,100466,Savings,51920.91,0,Open
500717,100467,Savings,16063.27,0,Open
500718,100467,Savings,26604.79,0,Open
500719,100468,Current,6321.08,1000,Open
500720,100469,Current,20477.36,1500,Open
500721,100470,Current,6960.1,0,Open
500722,100470,ISA,68374.36,0,Open
500723,100470,Current,12788.33,1500,Open
500724,100471,Savings,28455.94,0,Open
500725,100471,Savings,61414.48,0,Open
500726,100472,ISA,108967.06,0,Open
500727,100473,Current,11705.16,0,Open
500728,100473,ISA,41766.25,0,Open
500729,100474,Current,13397.64,1500,Open
500730,100475,Savings,16030.44,0,Open
500731,100476,Current,39876.26,0,Open
500732,100476,Current,15504.98,1000,Open
500733,100477,ISA,59260.03,0,Open
500734,100478,Current,10572.16,1000,Open
500735,100478,Current,18212.73,0,Open
500736,100478,Savings,62925.03,0,Open
500737,100479,Current,5076.01,1000,Open
500738,100479,Current,16897.02,0,Open
500739,100480,Savings,14891.07,0,Open
500740,100480,Savings,50565.71,0,Open
500741,100481,Current,4434.29,0,Open
500742,100482,Current,6207.46,0,Open
500743,100483,Current,16318.18,1000,Open
500744,100484,Current,38049.18,1000,Open
500745,100485,Savings,61869.4,0,Open
500746,100486,ISA,10690.11,0,Open
500747,100486,Current,1253.62,0,Open
500748,100487,Current,17343.45,500,Open
500749,100488,Current,18173.45,1500,Open
500750,100488,Savings,20284.32,0,Open
500751,100489,Savings,0.0,0,Dormant
500752,100490,Savings,8356.98,0,Open
500753,100491,Current,4029.38,2000,Open
500754,100491,Savings,6307.62,0,Open
500755,100491,Savings,16251.67,0,Open
500756,100492,ISA,15691.0,0,Open
500757,100493,ISA,10175.62,0,Open
500758,100494,Savings,69164.82,0,Open
500759,100495,Current,3808.7,500,Open
500760,100496,ISA,11595.89,0,Open
500761,100497,Current,29099.59,1500,Open
500762,100498,Current,26316.21,0,Open
500763,100499,Current,7772.95,0,Open
500764,100500,Current,2455.42,0,Open
500765,100500,Current,27879.68,2000,Open
500766,100501,Current,23217.06,500,Dormant
500767,100502,Current,16716.54,500,Open
500768,100503,Current,25738.1,0,Open
500769,100504,Current,28777.88,0,Dormant
500770,100505,Current,36976.49,2000,Open
500771,100506,Current,2610.02,0,Open
500772,100507,Savings,7058.14,0,Open
500773,100507,Savings,26918.65,0,Open
500774,100508,Current,4795.48,1500,Open
500775,100508,Savings,25760.89,0,Open
500776,100509,Savings,45215.05,0,Dormant
500777,100509,Current,20952.48,0,Open
500778,100509,Current,9593.92,500,Open
500779,100510,Current,8113.11,1500,Open
500780,100511,ISA,4512.48,0,Open
500781,100512,Current,4513.28,0,Open
500782,100512,Current,8536.47,0,Open
500783,100513,Savings,11414.69,0,Open
500784,100514,Current,9990.26,1500,Open
500785,100514,Savings,16467.5,0,Open
500786,100515,Current,10712.08,0,Open
500787,100516,ISA,22853.41,0,Open
500788,100517,Savings,6121.49,0,Open
500789,100518,Current,14470.41,500,Open
500790,100519,ISA,12176.23,0,Open
500791,100520,Savings,38295.61,0,Open
500792,100521,Current,8885.75,1000,Open
500793,100521,ISA,59051.7,0,Open
500794,100522,Savings,58499.08,0,Open
500795,100523,Current,29228.26,0,Open
500796,100524,Current,4647.25,0,Open
500797,100525,Current,15961.68,0,Open
500798,100525,Current,4339.18,0,Open
500799,100525,ISA,8205.78,0,Open
500800,100526,Savings,35945.03,0,Open
500801,100527,Savings,44858.68,0,Open
500802,100527,Savings,34330.86,0,Open
500803,100527,Current,8918.19,0,Open
500804,100528,Current,7718.49,2000,Open
500805,100528,Savings,13294.21,0,Open
500806,100529,Current,21214.94,1000,Open
500807,100529,Current,13518.16,2000,Open
500808,100529,Savings,69222.6,0,Open
500809,100530,Savings,17207.15,0,Open
500810,100530,Current,32905.24,1000,Open
500811,100531,Current,8404.03,0,Open
500812,100532,Current,2142.32,0,Open
500813,100532,ISA,26607.78,0,Open
500814,100533,Current,8645.13,500,Open
500815,100533,Current,22816.12,0,Open
500816,100534,Savings,36549.18,0,Open
500817,100535,Current,17182.16,500,Open
500818,100536,Current,42472.58,500,Open
500819,100536,Savings,9189.94,0,Open
500820,100537,ISA,33400.93,0,Open
500821,100537,Savings,58332.83,0,Open
500822,100538,Current,12696.25,0,Open
500823,100539,Current,11273.35,0,Open
500824,100540,Current,7057.26,0,Open
500825,100540,Savings,38100.39,0,Dormant
500826,100540,Current,12769.44,0,Dormant
500827,100541,Current,3253.32,1500,Open
500828,100542,Current,20359.78,500,Open
500829,100542,ISA,94601.32,0,Open
500830,100543,Savings,44589.2,0,Open
500831,100544,Savings,66370.3,0,Open
500832,100545,Current,6700.28,0,Open
500833,100546,Savings,33835.42,0,Open
500834,100547,Current,18867.32,0,Open
500835,100547,Current,17049.67,1000,Open
500836,100548,Current,17404.19,0,Open
500837,100549,Current,21850.33,1000,Open
500838,100550,ISA,30746.14,0,Open
500839,100550,Current,44218.51,2000,Open
500840,100551,ISA,14152.75,0,Open
500841,100552,Current,18877.94,500,Open
500842,100553,ISA,7353.09,0,Open
500843,100553,Savings,18710.79,0,Open
500844,100554,Current,27460.37,2000,Open
500845,100555,Current,10240.14,500,Open
500846,100555,Current,54332.42,0,Open
500847,100555,Current,25079.16,0,Open
500848,100556,ISA,2993.38,0,Open
500849,100557,Current,15536.22,0,Open
500850,100558,Current,15472.2,500,Open
500851,100558,Current,44585.87,0,Open
500852,100559,Current,1182.35,1000,Open
500853,100560,Current,5636.74,0,Open
500854,100561,Current,27151.62,0,Open
500855,100562,Current,45512.92,0,Open
500856,100562,Current,34561.8,500,Open
500857,100562,Savings,39068.65,0,Open
500858,100563,Savings,19045.5,0,Open
500859,100563,Current,7420.19,500,Open
500860,100564,Savings,24589.48,0,Open
500861,100565,Savings,9356.26,0,Open
500862,100566,Current,460.59,0,Open
500863,100567,Current,80398.82,1000,Dormant
500864,100568,Current,32123.83,2000,Open
500865,100569,Current,13019.36,500,Open
500866,100569,ISA,23099.21,0,Open
500867,100570,Savings,29298.08,0,Open
500868,100570,Current,62762.37,1000,Open
500869,100571,Current,23323.86,500,Open
500870,100571,Savings,39386.58,0,Open
500871,100572,Current,6118.42,1500,Open
500872,100573,Savings,14223.88,0,Dormant
500873,100574,Savings,21886.59,0,Open
500874,100574,Current,14201.09,0,Open
500875,100574,Current,4926.33,500,Open
500876,100575,Savings,54571.89,0,Open
500877,100575,Savings,29477.5,0,Open
500878,100575,Savings,25488.84,0,Open
500879,100576,Current,16372.36,1000,Open
500880,100577,Current,4403.62,2000,Open
500881,100577,Current,7175.46,1000,Open
500882,100578,Current,21902.29,500,Open
500883,100579,Current,47271.6,2000,Open
500884,100580,Current,30998.54,1500,Open
500885,100580,Current,23173.71,1000,Open
500886,100581,Savings,21998.97,0,Open
500887,100581,Savings,20890.25,0,Open
500888,100581,ISA,13885.66,0,Open
500889,100582,Savings,46554.05,0,Open
500890,100583,Current,20221.8,1500,Dormant
500891,100584,ISA,12642.41,0,Open
500892,100585,Current,4055.28,0,Open
500893,100586,Current,19227.17,500,Open
500894,100587,Current,5689.78,500,Open
500895,100588,Current,31057.15,0,Open
500896,100589,Savings,7054.72,0,Dormant
500897,100590,Current,20537.54,2000,Open
500898,100591,ISA,32119.85,0,Open
500899,100592,Current,14606.02,0,Open
500900,100592,Savings,17016.48,0,Open
500901,100592,Savings,13591.65,0,Open
500902,100593,Savings,19839.64,0,Open
500903,100593,ISA,21708.96,0,Open
500904,100594,Savings,6388.91,0,Open
500905,100595,Current,7858.89,1500,Open
500906,100595,Savings,37165.95,0,Open
500907,100596,Savings,122381.45,0,Open
500908,100597,Current,1377.72,0,Open
500909,100598,Current,20448.45,1500,Open
500910,100598,Current,7638.31,1500,Open
500911,100599,Current,7497.29,1500,Open
500912,100600,Current,52236.1,0,Open
500913,100600,Current,49971.73,2000,Open
500914,100601,Current,7930.4,500,Open
500915,100602,Current,934.25,1500,Open
500916,100602,Current,29359.24,500,Open
500917,100603,Current,5602.48,500,Open
500918,100604,Savings,12936.17,0,Open
500919,100604,Current,3742.55,0,Open
500920,100604,Savings,66567.22,0,Open
500921,100605,Savings,4199.66,0,Open
500922,100606,Current,63608.6,0,Open
500923,100606,Current,41934.7,1500,Open
500924,100606,Current,66796.53,500,Open
500925,100607,ISA,44798.96,0,Open
500926,100608,Savings,36050.44,0,Open
500927,100608,Current,51084.04,1000,Open
500928,100609,Savings,49750.43,0,Open
500929,100609,Current,1813.16,0,Open
500930,100610,Savings,18786.66,0,Open
500931,100611,Current,40241.54,0,Open
500932,100611,Current,19827.63,1500,Open
500933,100612,Current,19857.23,0,Open
500934,100613,Current,8705.45,0,Open
500935,100614,Savings,73434.52,0,Open
500936,100614,Savings,36890.64,0,Open
500937,100615,Current,27361.96,2000,Open
500938,100616,Current,6252.35,1000,Open
500939,100616,Current,13292.6,1000,Open
500940,100616,Current,9450.32,0,Open
500941,100617,Current,24851.95,0,Open
500942,100617,Savings,7867.23,0,Open
500943,100618,Current,19829.57,500,Open
500944,100619,Current,9117.71,2000,Open
500945,100619,Current,14053.24,0,Open
500946,100619,Savings,5215.43,0,Open
500947,100620,Current,11404.22,2000,Open
500948,100620,Current,14001.63,0,Open
500949,100621,Current,20400.78,2000,Dormant
500950,100621,Current,17008.57,1500,Open
500951,100622,Savings,28782.28,0,Dormant
500952,100623,ISA,4969.13,0,Open
500953,100624,Savings,6764.08,0,Open
500954,100624,Savings,60250.83,0,Open
500955,100625,Current,81562.35,0,Open
500956,100626,Current,8428.19,500,Open
500957,100627,Current,17502.94,0,Open
500958,100627,Current,6021.69,2000,Open
500959,100628,Current,2357.31,1000,Dormant
500960,100629,Current,46057.44,0,Open
500961,100630,Savings,85765.99,0,Open
500962,100631,Savings,32946.22,0,Open
500963,100631,Savings,61312.12,0,Open
500964,100632,Savings,11974.91,0,Open
500965,100633,Current,9562.31,0,Open
500966,100634,Current,24341.33,0,Open
500967,100635,Current,17595.14,1500,Open
500968,100636,ISA,120148.22,0,Open
500969,100636,Savings,99444.48,0,Open
500970,100637,Savings,4942.56,0,Open
500971,100637,Current,4056.04,500,Open
500972,100638,Savings,29509.29,0,Open
500973,100639,Savings,31400.82,0,Open
500974,100639,Current,8572.99,0,Open
500975,100640,ISA,6982.35,0,Open
500976,100640,Current,33567.21,0,Open
500977,100641,Current,47453.41,1500,Dormant
500978,100642,ISA,147403.99,0,Open
500979,100643,Savings,141880.09,0,Open
500980,100643,ISA,176126.03,0,Open
500981,100644,Savings,91929.15,0,Open
500982,100645,Current,53264.49,0,Open
500983,100646,Savings,31027.65,0,Open
500984,100646,Savings,36515.63,0,Open
500985,100646,Current,29758.39,0,Open
500986,100647,Current,1947.12,0,Dormant
500987,100647,Savings,3639.41,0,Open
500988,100647,Current,2682.6,1500,Open
500989,100648,Savings,18157.62,0,Open
500990,100649,ISA,46295.3,0,Open
500991,100650,Current,36560.23,0,Open
500992,100651,Current,14218.16,0,Open
500993,100651,Current,11768.04,500,Open
500994,100652,Savings,53043.93,0,Open
500995,100652,Current,2559.55,500,Open
500996,100653,Savings,20312.01,0,Open
500997,100654,Current,22396.0,500,Open
500998,100654,Savings,12606.25,0,Open
500999,100655,Savings,9285.64,0,Open
501000,100656,Current,9323.37,500,Open
501001,100656,Current,2408.14,0,Open
501002,100657,Current,86248.2,1000,Open
501003,100658,Current,9361.0,2000,Dormant
501004,100658,Savings,2341.35,0,Open
501005,100658,Savings,26626.33,0,Open
501006,100659,Current,583.12,0,Open
501007,100659,Current,6502.23,1000,Open
501008,100660,ISA,14997.28,0,Open
501009,100660,Current,51991.44,1500,Open
501010,100661,Current,12222.62,0,Open
501011,100661,Savings,1806.87,0,Open
501012,100662,Current,37043.66,0,Open
501013,100662,Current,5998.59,1500,Open
501014,100663,Current,17106.42,0,Open
501015,100664,Current,31448.73,500,Open
501016,100664,Current,14341.93,1000,Open
501017,100664,Current,16023.84,0,Open
501018,100665,Savings,27366.4,0,Open
501019,100665,Current,6993.79,1000,Open
501020,100666,Current,26734.9,1500,Open
501021,100667,Savings,5564.55,0,Open
501022,100668,Current,20778.97,0,Open
501023,100669,Current,9099.64,0,Open
501024,100669,Current,37283.96,0,Open
501025,100670,Current,1476.1,0,Open
501026,100670,Current,19853.94,0,Open
501027,100670,Savings,8955.01,0,Open
501028,100671,Savings,22848.94,0,Open
501029,100672,Savings,48310.89,0,Dormant
501030,100672,Savings,14220.13,0,Open
501031,100673,Current,24773.65,0,Open
501032,100674,Current,3262.83,1500,Open
501033,100674,ISA,15965.57,0,Open
501034,100675,Current,68369.84,0,Open
501035,100676,ISA,14679.28,0,Open
501036,100677,Current,16442.39,0,Open
501037,100677,Savings,13020.49,0,Open
501038,100677,Current,22008.84,500,Open
501039,100678,Savings,7875.17,0,Open
501040,100679,Current,11731.56,1500,Open
501041,100680,Savings,11862.53,0,Open
501042,100681,Current,51657.64,0,Open
501043,100681,Current,9158.7,1000,Open
501044,100682,Savings,9921.69,0,Open
501045,100682,Current,28956.3,1500,Open
501046,100682,Current,28026.85,0,Open
501047,100683,Savings,35352.86,0,Open
501048,100684,ISA,62898.79,0,Open
501049,100685,Savings,6509.01,0,Open
501050,100686,Current,11877.21,0,Open
501051,100687,Current,18834.91,0,Open
501052,100688,Current,17466.06,1500,Open
501053,100689,Current,3426.1,2000,Open
501054,100690,Savings,130365.31,0,Open
501055,100691,Current,20781.48,0,Open
501056,100691,Current,2017.4,500,Open
501057,100692,Current,29630.39,1000,Open
501058,100693,Current,6950.64,0,Open
501059,100693,Current,20814.88,1000,Open
501060,100694,ISA,14991.26,0,Open
501061,100695,Current,12439.21,500,Open
501062,100695,Savings,50543.76,0,Open
501063,100695,Current,38163.45,1000,Open
501064,100696,Current,17646.98,0,Open
501065,100697,Current,8260.52,0,Open
501066,100698,ISA,77295.88,0,Open
501067,100698,Current,19082.23,1000,Open
501068,100698,Current,37631.72,0,Open
501069,100699,Current,9020.4,2000,Open
501070,100699,Savings,18367.6,0,Open
501071,100700,Current,7755.6,0,Open
501072,100700,Current,2935.16,500,Open
501073,100701,Current,4573.5,1000,Open
501074,100702,ISA,6424.91,0,Open
501075,100703,ISA,28788.24,0,Open
501076,100704,Savings,6532.93,0,Dormant
501077,100705,Current,17841.65,0,Open
501078,100706,Current,12525.85,0,Open
501079,100706,Current,10418.9,0,Open
501080,100706,Current,10562.01,500,Open
501081,100707,Savings,10324.52,0,Open
501082,100707,Current,2711.04,0,Open
501083,100708,Savings,31998.82,0,Open
501084,100708,Current,2279.36,0,Open
501085,100709,ISA,30563.79,0,Open
501086,100709,Current,16290.37,0,Open
501087,100710,Current,7884.21,1500,Open
501088,100710,ISA,19953.27,0,Open
501089,100711,Savings,22187.58,0,Open
501090,100712,Current,6173.17,1500,Open
501091,100712,Current,3298.13,500,Open
501092,100713,Current,10122.29,0,Open
501093,100714,Current,4310.95,0,Open
501094,100715,Current,17383.12,1000,Open
501095,100716,Savings,46799.03,0,Open
501096,100717,Current,60709.03,2000,Open
501097,100718,Current,9319.58,0,Open
501098,100718,Current,7974.67,1500,Open
501099,100719,Savings,62241.87,0,Open
501100,100720,Savings,88844.63,0,Open
501101,100721,Current,762.31,1000,Open
501102,100722,Current,12077.57,2000,Open
501103,100722,Current,29736.7,0,Open
501104,100723,Savings,29780.6,0,Open
501105,100724,Current,12079.11,2000,Open
501106,100725,Savings,12354.37,0,Open
501107,100725,Current,9974.93,1000,Open
501108,100726,ISA,73650.42,0,Open
501109,100726,Current,26226.98,2000,Open
501110,100727,ISA,54232.49,0,Open
501111,100727,Current,4811.76,1000,Open
501112,100727,Current,10299.03,2000,Open
501113,100728,ISA,33596.7,0,Dormant
501114,100728,Current,12686.55,0,Open
501115,100729,Savings,55738.68,0,Open
501116,100729,Current,6362.47,500,Open
501117,100730,Current,34683.88,2000,Open
501118,100730,Savings,40888.46,0,Open
501119,100731,Current,12386.72,1000,Open
501120,100732,Savings,31362.23,0,Dormant
501121,100733,Savings,9278.29,0,Open
501122,100733,Current,5842.78,0,Open
501123,100733,ISA,40002.92,0,Open
501124,100734,Savings,16569.18,0,Open
501125,100735,Current,24399.86,0,Open
501126,100735,ISA,10206.47,0,Open
501127,100735,Current,19201.09,0,Dormant
501128,100736,Savings,7010.61,0,Open
501129,100737,ISA,22846.45,0,Open
501130,100738,Current,5062.69,500,Open
501131,100738,ISA,78591.6,0,Open
501132,100739,Current,4919.71,500,Open
501133,100740,Current,12167.35,500,Open
501134,100740,Current,4836.93,1000,Open
501135,100740,Savings,46133.43,0,Open
501136,100741,Current,15403.22,1000,Open
501137,100742,Current,30872.27,1000,Open
501138,100743,Savings,80287.53,0,Open
501139,100744,Savings,37985.4,0,Open
501140,100744,Current,16055.56,0,Open
501141,100744,Current,14782.85,0,Open
501142,100745,Current,8841.97,0,Open
501143,100746,Savings,53506.54,0,Open
501144,100746,Savings,2413.22,0,Open
501145,100747,Savings,29810.82,0,Open
501146,100748,Current,10976.63,0,Open
501147,100749,Current,5940.54,0,Open
501148,100749,Current,27173.69,0,Dormant
501149,100750,Current,17781.22,500,Open
501150,100750,Current,16888.0,0,Open
501151,100751,Current,18293.16,0,Open
501152,100752,Current,19573.14,0,Open
501153,100753,Savings,44092.85,0,Open
501154,100753,Current,18098.29,1500,Dormant
501155,100754,Current,18757.62,0,Open
501156,100754,ISA,83343.56,0,Open
501157,100755,Current,38045.92,1500,Dormant
501158,100755,Current,41515.76,1000,Open
501159,100756,Current,3030.71,500,Open
501160,100757,Current,1295.8,1000,Open
501161,100758,Current,7466.66,1500,Open
501162,100759,Current,5167.15,1000,Open
501163,100759,Savings,16831.59,0,Open
501164,100760,Current,32639.93,1000,Open
501165,100760,Current,8097.8,0,Open
501166,100761,Current,13925.17,0,Open
501167,100762,Savings,33746.59,0,Open
501168,100763,Savings,76110.75,0,Open
501169,100764,Current,3293.58,2000,Open
501170,100765,Current,4148.68,500,Open
501171,100765,Current,3625.38,1000,Open
501172,100766,Savings,36200.97,0,Open
501173,100766,Current,11186.72,2000,Dormant
501174,100767,Savings,48862.09,0,Open
501175,100768,Current,29865.59,0,Open
501176,100768,Savings,11676.51,0,Open
501177,100768,Current,34673.61,1000,Open
501178,100769,Current,25346.47,1500,Open
501179,100769,Current,2106.54,500,Open
501180,100770,Current,7925.48,1000,Open
501181,100771,Current,76242.92,0,Open
501182,100772,Savings,4540.43,0,Open
501183,100772,Current,22278.12,1500,Dormant
501184,100773,Savings,89182.0,0,Open
501185,100774,Current,42551.27,500,Dormant
501186,100774,Savings,50913.95,0,Open
501187,100774,Savings,27953.67,0,Open
501188,100775,Current,22253.46,0,Open
501189,100775,Savings,6643.77,0,Open
501190,100776,Savings,33019.57,0,Open
501191,100776,Current,31712.64,0,Open
501192,100777,ISA,10917.34,0,Open
501193,100777,Current,26017.69,0,Open
501194,100778,Savings,57456.09,0,Open
501195,100779,Current,49116.53,0,Open
501196,100780,Current,5955.87,500,Open
501197,100781,Current,9845.73,0,Open
501198,100781,Current,15025.32,2000,Open
501199,100782,Current,5423.7,0,Open
501200,100783,Current,33403.45,2000,Open
501201,100783,Current,12271.99,1500,Open
501202,100784,Current,98572.81,1000,Open
501203,100784,Current,10682.43,1000,Open
501204,100785,Savings,32657.76,0,Open
501205,100786,Savings,89842.15,0,Open
501206,100786,Savings,26648.13,0,Open
501207,100786,ISA,179777.97,0,Dormant
501208,100787,Savings,40719.57,0,Open
501209,100787,Current,15659.68,0,Open
501210,100788,Savings,27012.53,0,Open
501211,100788,Current,15557.44,0,Open
501212,100789,Current,11841.81,1000,Open
501213,100789,Savings,176732.41,0,Open
501214,100790,Savings,16303.97,0,Open
501215,100790,Savings,57153.09,0,Open
501216,100791,Current,31268.05,2000,Open
501217,100792,Savings,55398.71,0,Open
501218,100793,Current,14698.68,1000,Open
501219,100794,Current,39197.65,1500,Open
501220,100795,ISA,7080.06,0,Open
501221,100795,Current,42857.48,1000,Open
501222,100796,Current,9033.4,1500,Open
501223,100796,Current,14685.67,1500,Open
501224,100797,ISA,56176.67,0,Open
501225,100798,Current,6313.92,0,Open
501226,100798,Current,8023.07,0,Open
501227,100798,Current,15899.44,500,Open
501228,100799,Current,5624.74,0,Open
501229,100799,Current,13863.23,1000,Dormant
501230,100800,Current,11607.65,0,Open
501231,100801,Current,25455.64,2000,Open
501232,100802,Savings,23628.71,0,Open
501233,100803,Current,15501.87,0,Open
501234,100804,Current,19244.91,1000,Open
501235,100805,ISA,35624.55,0,Open
501236,100806,Savings,13261.7,0,Open
501237,100807,Current,42817.37,0,Open
501238,100807,Current,27581.39,500,Open
501239,100808,ISA,25442.2,0,Open
501240,100809,Current,28079.83,1500,Open
501241,100810,Savings,36231.33,0,Open
501242,100811,Savings,11997.96,0,Open
501243,100812,Current,33109.38,0,Open
501244,100812,Current,28341.32,1000,Open
501245,100812,Savings,65374.77,0,Open
501246,100813,Current,7456.98,0,Open
501247,100814,Current,15521.63,0,Open
501248,100815,Savings,22155.11,0,Open
501249,100816,Current,22854.79,2000,Open
501250,100817,Savings,26053.02,0,Open
501251,100818,Savings,48804.43,0,Open
501252,100818,Current,39293.69,1000,Open
501253,100819,Current,6213.19,500,Open
501254,100819,Current,7145.46,1500,Open
501255,100819,Savings,48656.69,0,Open
501256,100820,Current,16954.43,0,Open
501257,100820,Current,32023.33,0,Open
501258,100821,Current,3040.17,500,Open
501259,100822,Savings,20936.72,0,Open
501260,100822,Current,8024.44,0,Open
501261,100823,Current,6314.52,0,Open
501262,100824,Current,9279.31,2000,Open
501263,100824,Current,9353.45,0,Open
501264,100825,Savings,33257.54,0,Open
501265,100826,Current,8014.31,0,Open
501266,100827,Savings,63804.62,0,Open
501267,100827,Current,22444.53,0,Open
501268,100827,Current,18911.39,0,Open
501269,100828,Savings,20833.42,0,Open
501270,100829,Current,13928.16,2000,Open
501271,100829,Current,4860.69,0,Open
501272,100830,ISA,101876.46,0,Open
501273,100830,Current,25497.14,1000,Open
501274,100831,Savings,25616.35,0,Open
501275,100832,Savings,17017.58,0,Open
501276,100833,Current,38591.87,1500,Open
501277,100834,Savings,16167.56,0,Open
501278,100835,Savings,14191.13,0,Open
501279,100836,Current,15088.32,1000,Open
501280,100837,Savings,33325.35,0,Open
501281,100838,ISA,82329.85,0,Open
501282,100838,Current,37380.9,2000,Open
501283,100839,Savings,6153.31,0,Dormant
501284,100840,Current,6371.58,0,Open
501285,100841,ISA,14894.21,0,Open
501286,100842,Current,5604.24,0,Open
501287,100843,Current,22358.41,1500,Open
501288,100844,Current,16249.06,500,Open
501289,100844,Current,48172.1,500,Open
501290,100844,Current,6448.38,0,Open
501291,100845,ISA,121686.02,0,Open
501292,100845,Savings,24995.97,0,Open
501293,100846,Current,30713.35,0,Open
501294,100847,Current,26875.76,1000,Open
501295,100848,Current,1721.19,0,Open
501296,100849,Current,7879.67,1000,Open
501297,100849,Savings,9511.18,0,Open
501298,100850,Savings,77282.05,0,Open
501299,100851,Current,10360.54,1000,Open
501300,100851,Current,9305.01,500,Dormant
501301,100851,Savings,25683.6,0,Open
501302,100852,Current,44815.53,1500,Open
501303,100852,Current,45590.36,1500,Open
501304,100853,Current,6217.53,0,Open
501305,100854,Current,16054.95,0,Open
501306,100854,Savings,19449.01,0,Open
501307,100855,Current,5804.87,0,Open
501308,100855,Current,1621.16,1500,Open
501309,100856,Current,35280.05,2000,Open
501310,100857,Current,16686.2,1500,Open
501311,100858,Current,69925.45,1500,Open
501312,100858,Current,44930.74,1000,Open
501313,100858,Savings,79514.02,0,Open
501314,100859,Savings,71988.8,0,Open
501315,100860,Current,5910.85,2000,Open
501316,100860,ISA,5209.84,0,Open
501317,100861,ISA,42089.03,0,Open
501318,100862,Current,4976.69,1000,Open
501319,100862,Current,18096.0,0,Open
501320,100863,ISA,8378.87,0,Open
501321,100863,Current,29824.71,2000,Open
501322,100864,Savings,23307.89,0,Open
501323,100865,Current,25470.44,0,Open
501324,100866,Current,8930.8,1000,Open
501325,100867,Current,2076.2,0,Dormant
501326,100867,Current,7824.24,500,Open
501327,100868,Savings,40977.2,0,Open
501328,100868,Current,8267.29,1000,Open
501329,100869,Current,737.25,0,Open
501330,100870,Savings,0.0,0,Open
501331,100870,Savings,31361.24,0,Open
501332,100870,Savings,12695.64,0,Open
501333,100871,Current,37941.29,1500,Open
501334,100871,Savings,46415.35,0,Open
501335,100872,Savings,50875.82,0,Open
501336,100872,Savings,62219.35,0,Open
501337,100873,Current,23308.96,1500,Open
501338,100874,Current,37174.5,500,Open
501339,100874,Current,15969.32,1000,Open
501340,100875,Current,34380.33,0,Open
501341,100875,Current,22004.51,1500,Open
501342,100876,Current,11893.6,1000,Open
501343,100876,Current,26718.05,0,Open
501344,100876,Current,4466.99,0,Open
501345,100877,Savings,53260.07,0,Open
501346,100878,Current,13485.85,500,Open
501347,100879,Savings,16411.82,0,Open
501348,100880,Current,25067.67,2000,Open
501349,100881,Savings,57297.98,0,Open
501350,100881,Current,28152.15,0,Open
501351,100882,Current,3334.16,0,Open
501352,100882,ISA,35793.73,0,Dormant
501353,100883,Savings,10930.17,0,Open
501354,100883,Current,50873.72,0,Open
501355,100884,Current,8763.88,2000,Open
501356,100884,Current,19629.82,0,Open
501357,100884,Savings,32980.93,0,Open
501358,100885,Current,7301.73,0,Open
501359,100886,Savings,112547.33,0,Open
501360,100887,Current,6315.39,0,Open
501361,100888,Current,8661.92,500,Open
501362,100888,Savings,57558.91,0,Open
501363,100889,Savings,47607.02,0,Open
501364,100890,Current,30856.25,0,Open
501365,100891,Current,33361.98,1000,Open
501366,100892,Current,10068.23,0,Open
501367,100893,Current,14877.79,500,Open
501368,100893,ISA,25391.16,0,Open
501369,100894,Savings,14729.9,0,Open
501370,100894,Savings,32333.07,0,Open
501371,100895,Current,15610.69,2000,Open
501372,100896,Savings,74002.81,0,Open
501373,100897,Savings,26902.42,0,Open
501374,100897,Current,21058.27,0,Open
501375,100898,Current,7094.34,1500,Open
501376,100898,Current,10080.69,0,Open
501377,100899,Current,21782.98,1500,Open
501378,100899,Current,25662.35,500,Open
501379,100900,Current,10951.78,0,Open
501380,100900,Current,21902.29,0,Open
501381,100900,Current,16161.13,1000,Open
501382,100901,Current,10674.4,500,Open
501383,100901,Savings,29490.37,0,Dormant
501384,100902,Current,2286.43,1500,Open
501385,100903,Savings,20071.45,0,Open
501386,100904,Savings,31274.77,0,Open
501387,100905,Current,58103.92,0,Open
501388,100905,Current,27603.66,1000,Open
501389,100906,Savings,45598.36,0,Open
501390,100907,Current,1739.06,0,Open
501391,100907,Savings,20153.41,0,Open
501392,100908,Savings,6659.58,0,Dormant
501393,100908,Current,3701.77,0,Open
501394,100909,Current,16731.65,0,Dormant
501395,100909,Savings,93393.58,0,Open
501396,100909,Savings,38137.3,0,Open
501397,100910,Current,20668.52,1000,Open
501398,100911,Current,1574.42,0,Open
501399,100912,Current,24565.37,1500,Open
501400,100912,Savings,14539.04,0,Open
501401,100913,Savings,23863.07,0,Open
501402,100913,Current,10424.86,0,Open
501403,100913,Savings,33427.54,0,Open
501404,100914,ISA,62866.25,0,Open
501405,100914,Current,9429.8,2000,Open
501406,100915,Current,45461.7,500,Open
501407,100915,Current,2987.48,500,Open
501408,100916,Current,8618.91,500,Open
501409,100916,Current,40119.13,0,Open
501410,100917,Savings,55856.27,0,Open
501411,100918,ISA,56592.86,0,Open
